"customer_id","age","credit_score","loan_amount","employment_years","income","default"
718,36,601,72948,21,134728,"Yes"
719,52,555,56775,27,175330,"Yes"
720,50,525,22598,15,134757,"Yes"
721,56,672,32848,26,196791,"Yes"
722,22,793,75173,13,120977,"No"
723,40,509,10917,29,41043,"Yes"
724,58,509,33783,5,182099,"Yes"
725,42,537,60797,15,140646,"Yes"
726,66,718,37370,25,119941,"No"
727,38,806,65189,1,51764,"Yes"
728,22,714,23453,29,176339,"No"
729,29,809,24348,5,118536,"No"
730,19,840,51751,3,169953,"No"
731,35,821,20563,13,80667,"No"
732,21,714,27541,19,51976,"Yes"
733,59,646,9573,16,74540,"Yes"
734,64,832,70809,11,118494,"No"
735,40,532,78225,17,183916,"Yes"
736,25,793,25815,14,189335,"No"
737,18,563,13619,24,49010,"Yes"
738,28,664,33840,5,106451,"Yes"
739,54,698,73890,17,59150,"Yes"
740,28,525,29457,27,160087,"Yes"
741,32,674,20982,23,30146,"Yes"
742,32,728,13831,3,144073,"No"
743,59,792,69013,16,170123,"No"
744,32,531,72505,9,157584,"Yes"
745,32,622,63368,27,189578,"Yes"
746,69,544,14820,23,132952,"Yes"
747,61,795,52969,12,192553,"No"
748,58,742,57473,9,130418,"No"
749,42,535,62790,22,78560,"Yes"
750,53,683,34283,3,130362,"Yes"
751,20,549,43702,21,37263,"Yes"
752,24,567,22848,12,86430,"Yes"
753,21,539,44643,9,133805,"Yes"
754,57,783,16705,21,75389,"Yes"
755,70,840,76394,17,44222,"Yes"
756,54,809,14541,21,157140,"No"
757,41,554,45101,6,126684,"Yes"
758,55,620,38869,9,44732,"Yes"
759,21,663,36399,27,90919,"Yes"
760,20,801,40317,24,165026,"No"
761,28,850,15387,26,38032,"Yes"
762,27,511,72926,1,164962,"Yes"
763,46,510,28171,11,176629,"Yes"
764,40,715,36616,23,111667,"No"
765,22,529,25815,21,172422,"Yes"
766,41,753,17019,20,45695,"Yes"
767,49,715,17856,3,174879,"No"
768,42,772,26644,22,113774,"No"
769,28,573,50246,7,113559,"Yes"
770,27,809,16137,22,178391,"No"
771,32,569,56647,6,199030,"Yes"
772,68,701,62634,15,52459,"Yes"
773,48,710,39166,5,74747,"Yes"
774,27,601,37690,20,102787,"Yes"
775,62,750,30109,24,131152,"No"
776,41,668,48650,18,33871,"Yes"
777,52,591,25198,12,61716,"Yes"
778,67,623,60512,30,192890,"Yes"
779,27,547,48649,30,55568,"Yes"
780,25,736,13522,25,36421,"Yes"
781,61,828,38483,16,153099,"No"
782,59,754,33108,27,100111,"No"
783,49,762,10111,23,179426,"No"
784,56,678,19036,18,69478,"Yes"
785,24,837,15624,7,122700,"No"
786,55,843,65422,10,143816,"No"
787,34,827,54245,6,138815,"No"
788,37,691,55240,13,119755,"Yes"
789,50,815,73021,16,144190,"No"
790,54,515,51404,29,49116,"Yes"
791,27,546,59005,24,54010,"Yes"
792,62,560,50664,6,97493,"Yes"
793,27,817,22939,9,199585,"No"
794,19,652,33977,9,111260,"Yes"
795,32,707,38858,25,198294,"No"
796,40,824,23967,21,194095,"No"
797,64,778,68884,6,62020,"Yes"
798,57,566,46844,7,36620,"Yes"
799,52,569,70844,30,189607,"Yes"
800,19,510,63437,16,43620,"Yes"
801,23,734,31043,8,119100,"No"
802,63,724,29891,15,151054,"No"
803,64,689,53216,25,114246,"Yes"
804,68,827,62604,21,192984,"No"
805,26,570,26039,2,65456,"Yes"
806,40,578,15249,29,188915,"Yes"
807,42,598,55423,27,127194,"Yes"
808,32,506,44986,24,66801,"Yes"
809,39,755,48389,28,42232,"Yes"
810,65,512,70027,27,184083,"Yes"
811,25,839,24060,30,140254,"No"
812,46,700,29465,25,152895,"Yes"
813,58,744,60048,18,51137,"Yes"
814,38,748,5608,11,96412,"No"
815,65,719,32994,11,43035,"Yes"
816,26,572,64426,24,66493,"Yes"
817,51,723,79335,24,91681,"No"
818,58,748,39741,10,33988,"Yes"
819,60,746,32523,5,75198,"Yes"
820,28,710,75759,10,62783,"Yes"
821,21,533,73489,17,125650,"Yes"
822,24,688,64672,23,59014,"Yes"
823,67,683,11383,20,54260,"Yes"
824,28,831,16700,23,155875,"No"
825,50,829,48992,28,132695,"No"
826,28,515,43930,28,31797,"Yes"
827,55,597,47367,5,31614,"Yes"
828,38,573,48819,28,136542,"Yes"
829,27,742,42997,22,71519,"Yes"
830,67,693,49469,23,46399,"Yes"
831,20,648,14072,1,174942,"Yes"
832,52,635,34906,19,81738,"Yes"
833,51,788,51847,4,147164,"No"
834,57,706,65919,18,60965,"Yes"
835,45,843,37799,17,30416,"Yes"
836,30,515,59742,8,123940,"Yes"
837,25,759,45632,29,104045,"No"
838,19,666,62781,4,147873,"Yes"
839,23,597,8947,23,40713,"Yes"
840,40,847,15035,21,137123,"No"
841,34,710,29949,21,198663,"No"
842,49,650,46755,10,197519,"Yes"
843,31,646,32057,16,32097,"Yes"
844,24,826,17928,27,66995,"Yes"
845,30,703,63968,8,45779,"Yes"
846,25,812,78417,14,103287,"No"
847,55,675,50060,16,88576,"Yes"
848,28,522,59536,22,92031,"Yes"
849,59,638,68457,25,83524,"Yes"
850,34,545,37861,5,123055,"Yes"
851,24,588,33510,16,56485,"Yes"
852,61,588,30648,25,64412,"Yes"
853,36,772,29446,11,50361,"Yes"
854,66,777,15789,15,144903,"No"
855,57,704,10375,11,181708,"No"
856,32,841,50228,20,48750,"Yes"
857,63,780,47208,14,187262,"No"
858,31,815,13145,9,44661,"Yes"
859,43,715,63594,23,66770,"Yes"
860,44,621,30984,4,125765,"Yes"
861,34,601,11365,28,163301,"Yes"
862,50,770,63310,3,83495,"No"
863,67,732,79159,30,83129,"No"
864,35,642,30985,1,112650,"Yes"
865,37,535,56804,23,40716,"Yes"
866,44,524,17646,20,136681,"Yes"
867,59,504,5922,6,33012,"Yes"
868,27,580,53530,21,153665,"Yes"
869,70,550,7323,25,170740,"Yes"
870,26,755,34005,12,30568,"Yes"
871,48,587,6667,5,104384,"Yes"
872,36,574,78684,17,149394,"Yes"
873,67,634,73643,14,96002,"Yes"
874,35,770,15470,3,39573,"Yes"
875,61,717,76286,27,176365,"No"
876,61,842,13545,15,84079,"No"
877,45,766,17870,29,50957,"Yes"
878,38,547,75836,24,197224,"Yes"
879,46,780,61191,30,90829,"No"
880,53,637,7171,29,111760,"Yes"
881,37,783,18999,15,84917,"No"
882,40,633,34551,23,89017,"Yes"
883,59,511,61309,4,161880,"Yes"
884,22,646,41501,30,189454,"Yes"
885,19,735,39366,6,146402,"No"
886,35,763,38001,4,178664,"No"
887,29,554,38562,23,32921,"Yes"
888,30,847,75517,11,163362,"No"
889,60,608,44001,15,152795,"Yes"
890,68,803,54785,1,137799,"No"
891,55,753,42682,1,69040,"Yes"
892,35,832,21598,12,113048,"No"
893,27,736,27822,24,51337,"Yes"
894,26,680,6988,28,51403,"Yes"
895,52,838,26984,27,30055,"Yes"
896,46,530,72024,2,140850,"Yes"
897,39,702,8347,20,36838,"Yes"
898,36,607,54982,20,165072,"Yes"
899,25,702,57373,2,187148,"No"
900,62,656,29005,19,138257,"Yes"
901,50,532,49141,14,123179,"Yes"
902,19,654,51701,15,162760,"Yes"
903,60,652,48605,12,100562,"Yes"
904,65,827,67986,1,174018,"No"
905,22,847,66177,15,157655,"No"
906,38,555,48017,27,125001,"Yes"
907,48,795,77034,17,67435,"Yes"
908,53,562,18031,17,50354,"Yes"
909,44,571,31850,19,156530,"Yes"
910,40,765,7849,12,182529,"No"
911,20,514,52190,2,178961,"Yes"
912,32,797,69306,27,88475,"No"
913,59,651,38371,7,77551,"Yes"
914,56,603,24766,27,59930,"Yes"
915,24,847,27609,29,103884,"No"
916,51,539,76598,15,70990,"Yes"
917,48,645,12333,3,173996,"Yes"
918,35,574,65941,15,166404,"Yes"
919,35,629,24953,13,107897,"Yes"
920,52,627,30044,27,48395,"Yes"
921,57,646,24135,5,113602,"Yes"
922,63,739,35975,30,104067,"No"
923,26,693,60167,8,105341,"Yes"
924,32,620,52487,15,197061,"Yes"
925,34,796,43352,29,100775,"No"
926,24,714,65661,14,193462,"No"
927,47,760,66730,2,141891,"No"
928,25,621,70643,4,65329,"Yes"
929,18,761,53717,2,63228,"Yes"
930,26,613,38137,1,112887,"Yes"
931,52,708,9001,22,118000,"No"
932,42,782,63056,27,174911,"No"
933,19,639,33034,7,80954,"Yes"
934,28,597,34465,23,154896,"Yes"
935,21,629,52755,24,139038,"Yes"
936,57,835,19935,13,190754,"No"
937,37,642,67276,15,142570,"Yes"
938,28,560,21935,2,175173,"Yes"
939,35,616,66233,15,69614,"Yes"
940,31,651,35528,20,67100,"Yes"
941,20,789,59162,20,96159,"No"
942,45,798,45242,20,159175,"No"
943,20,667,31891,22,101532,"Yes"
944,63,558,38003,22,161355,"Yes"
945,45,529,71983,27,193831,"Yes"
946,46,643,21728,24,196642,"Yes"
947,56,812,48473,13,197503,"No"
948,40,563,45450,27,108696,"Yes"
949,32,674,49359,10,126715,"Yes"
950,40,704,59891,3,119773,"No"
951,41,846,39616,6,51254,"Yes"
952,57,709,77454,26,119901,"No"
953,50,610,33426,28,135728,"Yes"
954,54,799,37177,21,140073,"No"
955,46,616,8886,2,66549,"Yes"
956,66,752,59014,5,143083,"No"
957,23,726,14264,24,187653,"No"
958,42,813,59182,22,145406,"No"
959,59,753,29673,14,188039,"No"
960,43,539,51363,22,58490,"Yes"
961,41,719,67789,18,59327,"Yes"
962,61,817,79062,5,60371,"Yes"
963,49,709,14310,27,99224,"No"
964,25,603,19850,24,136881,"Yes"
965,33,777,23216,26,76901,"Yes"
966,56,751,64011,25,126707,"No"
967,49,845,13844,5,158686,"No"
968,56,665,76078,17,123731,"Yes"
969,18,791,74382,29,77096,"Yes"
970,47,514,37780,29,76061,"Yes"
971,42,676,62478,9,146895,"Yes"
972,60,654,64055,15,138915,"Yes"
973,20,571,31043,18,123333,"Yes"
974,39,812,60345,14,76753,"Yes"
975,34,585,77417,2,80076,"Yes"
976,37,641,49806,4,118382,"Yes"
977,52,735,66339,27,155039,"No"
978,31,571,27106,29,64153,"Yes"
979,54,758,68275,24,41273,"Yes"
980,67,563,19947,8,72642,"Yes"
981,41,669,27720,3,38359,"Yes"
982,47,518,49218,4,43528,"Yes"
983,25,658,22442,17,155256,"Yes"
984,37,671,29023,2,99514,"Yes"
985,27,620,20397,10,197924,"Yes"
986,39,608,63556,18,125151,"Yes"
987,67,653,11062,24,137975,"Yes"
988,34,656,34492,5,175563,"Yes"
989,26,794,16203,5,199724,"No"
990,52,684,18887,29,108789,"Yes"
991,54,750,43180,17,173680,"No"
992,38,503,21374,22,99497,"Yes"
993,33,509,19317,1,77228,"Yes"
994,69,707,67623,14,181930,"No"
995,43,707,53276,12,191008,"No"
996,52,534,27583,14,68921,"Yes"
997,52,614,70901,28,149514,"Yes"
998,43,529,12758,19,184146,"Yes"
999,30,776,68953,15,164455,"No"
1000,53,537,62943,19,189616,"Yes"
